drugbank_id,name,type,groups,atc_codes,categories,inchikey,inchi,description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02990,C16-Fatty-Acyl-Substrate-Mimic,small molecule,experimental,,,InChIKey=GDVZALUOXPTSHD-UHFFFAOYSA-N,InChI=1S/C20H39NO2S/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-20(23)24-18-17-21-19(2)22/h3-18H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02991,S-Ethyl-N-[4-(Trifluoromethyl)Phenyl]Isothiourea,small molecule,experimental,,,InChIKey=LCMOXIFARISMOH-UHFFFAOYSA-N,InChI=1S/C10H11F3N2S/c1-2-16-9(14)15-8-5-3-7(4-6-8)10(11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02992,1-Deoxy-6-O-Phosphono-1-[(Phosphonomethyl)Amino]-L-Threo-Hexitol,small molecule,experimental,,,InChIKey=YAEYOLVKVWEHNB-JWXFUTCRSA-N,InChI=1S/C7H19NO11P2/c9-4(1-8-3-20(13,,17,18)/t4-,5-,6+,"7+/m1/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02993,8-Methyl-9-Oxoguanine,small molecule,experimental,,,InChIKey=NEKSCFHMQPOHBF-UHFFFAOYSA-N,InChI=1S/C6H6N4O2/c1-2-8-3-4(11)9-6(7)10-5(3)12-2/h1H3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02994,Hydroxydimethylarsine Oxide,small molecule,experimental,,,InChIKey=OGGXGZAMXPVRFZ-UHFFFAOYSA-N,InChI=1S/C2H7AsO2/c1-3(2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02995,Cyclohexylammonium Ion,small molecule,experimental,,,InChIKey=PAFZNILMFXTMIY-UHFFFAOYSA-O,InChI=1S/C6H13N/c7-6-4-2-1-3-5-6/h6H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02996,2-(Thiomethylene)-4-Methylpentanoic Acid,small molecule,experimental,,,InChIKey=GCTDRFXPPSVRRP-ZCFIWIBFSA-N,InChI=1S/C7H14O2S/c1-5(2)3-6(4-10)7(8)9/h5-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02998,Methyltrienolone,small molecule,experimental,,,InChIKey=CCCIJQPRIXGQOE-XWSJACJDSA-N,InChI=1S/C19H24O2/c1-18-9-7-15-14-6-4-13(20)11-12(14)3-5-16(15)17(18)8-10-19(18,,1-2H3/t16-,17+,18+,"19+/m1/s1	A synthetic non-aromatizable androgen and anabolic steroid. It binds strongly to the androgen receptor and has therefore also been used as an affinity label for this receptor in the prostate and in prostatic tumors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02999,Quisqualate,small molecule,experimental,,Excitatory Amino Acid Agonists,InChIKey=ASNFTDCKZKHJSW-REOHCLBHSA-N,InChI=1S/C5H7N3O5/c6-2(3(9)10)1-8-4(11)7-5(12)13-8/h2H,, ionotropic receptors that directly control membrane channels and metabotropic receptors that indirectly mediate calcium mobilization from intracellular stores. The compound is obtained from the seeds and fruit of Quisqualis chinensis. [PubChem],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03000,9-Hydroxypropyladenine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03001,Peridinin,small molecule,experimental,,,InChIKey=UYRDHEJRPVSJFM-YGLVDFNQSA-N,InChI=1S/C39H50O7/c1-26(16-17-33-35(4,,43H,22-25H2,1-9H3/b12-10+,13-11+,19-18+,26-14+,27-15+,31-20-/t17?,30-,32-,37+,38+,"39-/m1/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03002,4-Iodophenol,small molecule,experimental,,,InChIKey=VSMDINRNYYEDRN-UHFFFAOYSA-N,InChI=1S/C6H5IO/c7-5-1-3-6(8)4-2-5/h1-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03003,Glutathione Sulfonic Acid,small molecule,experimental,,,InChIKey=QGWRMTHFAZVWAM-NTSWFWBYSA-N,InChI=1S/C10H17N3O9S/c11-5(10(18)19)1-2-7(14)13-6(4-23(20,,15,16)(H,18,19)(H,20,21,22)/t5-,"6+/m0/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03004,1-[(1s)-Carboxy-2-(Methylsulfinyl)Ethyl]-(3r)-[(5s)-5-Amino-5-Carboxypentanamido]-(4r)-Sulfanylazetidin-2-One,small molecule,experimental,,,InChIKey=UFLVUEXXBDLOEJ-NBHIPWOASA-N,InChI=1S/C13H21N3O7S2/c1-25(23)5-7(13(21)22)16-10(18)9(11(16)24)15-8(17)4-2-3-6(14)12(19)20/h6-7,,17)(H,19,20)(H,21,22)/t6-,7-,9-,11+,"25-/m0/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03005,3,,,,,,,,13-Dec,15,17,19-22,26-28,44H,2-Jan,6,8,11-Oct,14,16,18,23-25,43H2,(H,45,"47)/p+1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03006,4-Aminophenylarsonic Acid,small molecule,experimental,,,InChIKey=XKNKHVGWJDPIRJ-UHFFFAOYSA-N,InChI=1S/C6H8AsNO3/c8-6-3-1-5(2-4-6)7(9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03007,9r,,,,,,,,20,21)/b7-3+/t15-,"16+/m1/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03008,5-Fluoro-Beta-L-Gulosyl Fluoride,small molecule,experimental,,,InChIKey=MGHYRMVVRYCAON-MDMQIMBFSA-N,InChI=1S/C6H10F2O5/c7-5-3(11)2(10)4(12)6(8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03009,2-[(2-Oxo-2-Piperidin-1-Ylethyl)Thio]-6-(Trifluoromethyl)Pyrimidin-4(1h)-One,small molecule,experimental,,,InChIKey=UDBHGUOSOKOIAX-UHFFFAOYSA-N,InChI=1S/C12H14F3N3O2S/c13-12(14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03010,Epothilone B,small molecule,experimental|investigational,,Antineoplastic Agents|Tubulin Modulators,InChIKey=QXRSDHAAWVKZLJ-TYFQHMATSA-N,InChI=1S/C27H41NO6S/c1-15-9-8-10-27(7)22(34-27)12-20(16(2)11-19-14-35-18(4)28-19)33-23(30)13-21(29)26(5,,12-13H2,1-7H3/b16-11+/t15-,17-,20-,21+,22-,24+,"27-/m0/s1	Epothilone B is a 16-membered macrolide that mimics the biological effects of taxol.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03011,Adenosine-5'-(Dithio)Phosphate,small molecule,experimental,,,InChIKey=RPDDEEQJNPPYRG-FCIPNVEPSA-N,InChI=1S/C10H14N5O5PS2/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(20-10)1-19-21(18,,13)(H2,18,22,23)/t4-,6-,7+,"10+/m0/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03012,Phenylalanine-N-Sulfonamide,small molecule,experimental,,,InChIKey=PHGMHLLGXKQIDY-QMMMGPOBSA-N,InChI=1S/C9H12N2O4S/c10-16(14,,14,"15)/t8-/m0/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03013,Di(N-Acetyl-D-Glucosamine),small molecule,experimental,,,InChIKey=CDOJPCSDOXYJJF-OSJSAICRSA-N,InChI=1S/C16H28N2O11/c1-5(21)17-9-13(25)14(8(4-20)27-15(9)26)29-16-10(18-6(2)22)12(24)11(23)7(3-19)28-16/h7-16,,22)/t7-,8-,9-,10-,11+,12-,13-,14+,15-,"16+/m1/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03015,6-Hydroxy-1,,,,,,,,6-,7+,9+,"10+/m0/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03016,CRA_1801,small molecule,experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03019,4-(2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03020,5-Beta-D-Ribofuranosylnicotinamide Adenine Dinucleotide,small molecule,experimental,,,InChIKey=UINNILASBHZOTM-NYTQINMXSA-N,InChI=1S/C21H27N7O14P2/c22-18-12-20(26-6-25-18)28(7-27-12)21-16(32)14(30)11(41-21)5-39-44(36,,(H2,23,33)(H,34,35)(H,36,37)(H2,22,25,26)/t10-,11-,13-,14-,15+,16+,17-,"21+/m0/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03021,Ulapualide A,small molecule,experimental,,,InChIKey=DIOFXPZEAVIPDB-OYYPEJFMSA-N,InChI=1S/C46H66N4O13/c1-27(16-17-38(55)30(4)44(62-32(6)52)28(2)18-19-50(7)26-51)40(58-9)22-41-31(5)39(57-8)14-11-15-42-47-36(24-59-42)45-49-37(25-61-45)46-48-35(23-60-46)29(3)20-33(53)12-10-13-34(54)21-43(56)63-41/h11,,54H,10,14-Dec,16-17,20-22,26H2,1-9H3/b15-11+,19-18+/t27-,28-,29+,30+,31+,34-,39-,40-,41-,"44+/m1/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03022,3-{2,,,,,,,,3,6,8,"9-Hexahydro-7h-Purin-7-Yl}Propyl Dihydrogen Phosphate	small molecule	experimental			InChIKey=KPHFGOGGKPGLTM-LKEWCRSYSA-N	InChI=1S/C13H21N4O11P/c18-5-7(20)9(21)6(19)4-17-10-8(11(22)15-12(23)14-10)16(13(17)24)2-1-3-28-29(25",26)27/h6-7,9,18-21H,1-5H2,(H2,25,26,27)(H2,14,15,22,23)/t6-,7+,"9+/m0/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03023,1-Tert-Butyl-3-(4-Chloro-Phenyl)-1h-Pyrazolo[3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03024,2-Methyl-3-(2-Aminothiazolo)Propanal,small molecule,experimental,,,InChIKey=KFMAJVLZSDMFBV-YFKPBYRVSA-N,InChI=1S/C7H10N2OS/c1-5(3-10)2-6-4-11-7(8)9-6/h3-5H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03025,1-Octen-3-Ol,small molecule,experimental,,,InChIKey=VSMOENVRRABVKN-MRVPVSSYSA-N,InChI=1S/C8H16O/c1-3-5-6-7-8(9)4-2/h4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03026,Phosphoglycolohydroxamic Acid,small molecule,experimental,,,InChIKey=BAXHHWZKQZIJID-UHFFFAOYSA-N,InChI=1S/C2H6NO6P/c4-2(3-5)1-9-10(6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03028,1h-Benoximidazole-2-Carboxylic Acid,small molecule,experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03029,Ortho-Xylene,small molecule,experimental,,,InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N,InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03030,4-(2-Thienyl)-1-(4-Methylbenzyl)-1h-Imidazole,small molecule,experimental,,,InChIKey=UMOFOLLUKPBVQG-UHFFFAOYSA-N,InChI=1S/C15H14N2S/c1-12-4-6-13(7-5-12)9-17-10-14(16-11-17)15-3-2-8-18-15/h2-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03031,Adamantane-1-Carboxylic Acid-5-Dimethylamino-Naphthalene-1-Sulfonylamino-Octyl-Amide,small molecule,experimental,,,InChIKey=FZFMMSSQQXCBGM-HTNXFJBJSA-N,InChI=1S/C31H45N3O3S/c1-34(2)28-13-9-12-27-26(28)11-10-14-29(27)38(36,,35)/t23-,24+,25-,"31-	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03032,S-Octylglutathione,small molecule,experimental,,,InChIKey=MJWCZWAVSJZQNL-UONOGXRCSA-N,InChI=1S/C18H33N3O6S/c1-2-3-4-5-6-7-10-28-12-14(17(25)20-11-16(23)24)21-15(22)9-8-13(19)18(26)27/h13-14H,,23,24)(H,26,27)/t13-,"14+/m0/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03033,1-Methyloxy-4-Sulfone-Benzene,small molecule,experimental,,,InChIKey=XUNSZADDFLWFOL-UHFFFAOYSA-N,InChI=1S/C7H8O3S/c1-10-6-2-4-7(5-3-6)11(8)9/h2-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03034,Dextrofloxacine,small molecule,experimental,,,InChIKey=GSDSWSVVBLHKDQ-SNVBAGLBSA-N,InChI=1S/C18H20FN3O4/c1-10-9-26-17-14-11(16(23)12(18(24)25)8-22(10)14)7-13(19)15(17)21-5-3-20(2)4-6-21/h7-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03035,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03037,Oxidized Acetyl Dithranol,small molecule,experimental,,,InChIKey=IKFRFGXQHSBCQM-UHFFFAOYSA-N,InChI=1S/C16H10O6/c17-10-3-1-2-8-12(10)16(22)13-9(15(8)21)5-4-7(14(13)20)6-11(18)19/h1-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03038,LY341770,small molecule,experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03039,4-(Aminosulfonyl)-N-[(2,,,,,,,,"21)	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03040,Nitrilotriacetic Acid,small molecule,experimental,,,InChIKey=MGFYIUFZLHCRTH-UHFFFAOYSA-N,InChI=1S/C6H9NO6/c8-4(9)1-7(2-5(10)11)3-6(12)13/h1-3H2,, 5th ed.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03041,Udp-Glucuronic Acid,small molecule,experimental,,,InChIKey=HDYANYHVCAPMJV-USQUEEHTSA-N,InChI=1S/C15H22N2O18P2/c18-5-1-2-17(15(26)16-5)12-9(22)6(19)4(32-12)3-31-36(27,,24,25)(H,27,28)(H,29,30)(H,16,18,26)/t4-,6-,7+,8+,9+,10-,11+,12+,"14+/m0/s1	A nucleoside diphosphate sugar which serves as a source of glucuronic acid for polysaccharide biosynthesis. It may also be epimerized to UDP iduronic acid", which donates iduronic acid to polysaccharides. In animals, UDP glucuronic acid is used for formation of many glucosiduronides with various aglycones. [PubChem],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03042,5-Phosphoarabinonic Acid,small molecule,experimental,,,InChIKey=HNECGPFIYSOYHF-UZBSEBFBSA-N,InChI=1S/C5H11O9P/c6-2(1-14-15(11,,13)/t2-,3+,"4+/m1/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03043,(S)-2-Amino-3-(6h-Selenolo[2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03044,1-(5-Tert-Butyl-2-P-Tolyl-2h-Pyrazol-3-Yl)-3-[4-(2-Morpholin-4-Yl-Ethoxy)-Naphthalen-1-Yl]-Urea,small molecule,experimental,,,InChIKey=MVCOAUNKQVWQHZ-UHFFFAOYSA-N,InChI=1S/C31H37N5O3/c1-22-9-11-23(12-10-22)36-29(21-28(34-36)31(2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03045,Pantothenyl-Aminoethanol-Acetate Pivalic Acid,small molecule,experimental,,,InChIKey=MILJVOHYMMUVQM-AWEZNQCLSA-N,InChI=1S/C18H32N2O7/c1-12(21)26-10-9-19-13(22)7-8-20-15(24)14(23)18(5,,20,"24)/t14-/m0/s1	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
