d1,d2,i
DB00731,DB00338,-1
DB00731,DB00351,-1
DB00731,DB00363,-1
DB00731,DB00367,-1
DB00731,DB00419,1
DB00731,DB00436,-1
DB00731,DB00491,1
DB00731,DB00524,-1
DB00731,DB00549,-1
DB00731,DB00603,-1
DB00731,DB00607,-1
DB00731,DB00621,1
DB00731,DB00624,1
DB00731,DB00627,-1
DB00731,DB00648,-1
DB00731,DB00668,-1
DB00731,DB00672,1
DB00731,DB00679,-1
DB00731,DB00687,-1
DB00731,DB00695,-1
DB00731,DB00717,-1
DB00731,DB00738,1
DB00731,DB00745,-1
DB00731,DB00780,1
DB00731,DB00783,-1
DB00731,DB00808,-1
DB00731,DB00861,1
DB00731,DB00880,-1
DB00731,DB00887,-1
DB00731,DB00977,-1
DB00731,DB00999,-1
DB00731,DB01016,1
DB00731,DB01021,-1
DB00731,DB01029,-1
DB00731,DB01037,1
DB00731,DB01044,1
DB00731,DB01059,1
DB00731,DB01067,1
DB00731,DB01095,-1
DB00731,DB01120,1
DB00731,DB01132,1
DB00731,DB01155,1
DB00731,DB01156,-1
DB00731,DB01165,1
DB00731,DB01171,1
DB00731,DB01175,1
DB00731,DB01224,-1
DB00731,DB01238,-1
DB00731,DB01251,1
DB00731,DB01252,1
DB00731,DB01261,1
DB00731,DB01267,-1
DB00731,DB01367,1
DB00731,DB01380,-1
DB00731,DB01406,-1
DB00731,DB01590,-1
DB00731,DB02546,-1
DB00731,DB02665,1
DB00731,DB02703,1
DB00731,DB04574,-1
DB00731,DB04876,1
DB00731,DB04878,1
DB00731,DB06700,1
DB00731,DB06710,1
DB00732,DB00180,1
DB00732,DB00209,1
DB00732,DB00214,-1
DB00732,DB00230,1
DB00732,DB00245,1
DB00732,DB00273,1
DB00732,DB00310,1
DB00732,DB00324,1
DB00732,DB00327,1
DB00732,DB00332,1
DB00732,DB00358,-1
DB00732,DB00376,1
DB00732,DB00381,1
DB00732,DB00387,1
DB00732,DB00391,-1
DB00732,DB00393,1
DB00732,DB00394,1
DB00732,DB00401,1
DB00732,DB00421,1
DB00732,DB00424,1
DB00732,DB00436,1
DB00732,DB00445,1
DB00732,DB00454,1
DB00732,DB00465,1
DB00732,DB00470,1
DB00732,DB00479,1
DB00732,DB00497,1
DB00732,DB00512,1
DB00732,DB00524,1
DB00732,DB00528,1
DB00732,DB00545,-1
DB00732,DB00547,1
DB00732,DB00555,1
DB00732,DB00568,1
DB00732,DB00572,1
DB00732,DB00591,1
DB00732,DB00611,1
DB00732,DB00647,1
DB00732,DB00652,1
DB00732,DB00670,1
DB00732,DB00674,-1
DB00732,DB00684,1
DB00732,DB00687,1
DB00732,DB00695,-1
DB00732,DB00708,1
DB00732,DB00747,1
DB00732,DB00753,1
DB00732,DB00761,1
DB00732,DB00781,1
DB00732,DB00798,1
DB00732,DB00802,1
DB00732,DB00804,1
DB00732,DB00808,1
DB00732,DB00809,1
DB00732,DB00810,1
DB00732,DB00813,1
DB00732,DB00843,-1
DB00732,DB00844,1
DB00732,DB00880,1
DB00732,DB00884,1
DB00732,DB00887,-1
DB00732,DB00921,1
DB00732,DB00967,1
DB00732,DB00979,1
DB00732,DB00986,1
DB00732,DB00989,-1
DB00732,DB00996,1
DB00732,DB00999,1
DB00732,DB01013,1
DB00732,DB01021,1
DB00732,DB01036,1
DB00732,DB01043,-1
DB00732,DB01047,1
DB00732,DB01054,1
DB00732,DB01062,1
DB00732,DB01081,1
DB00732,DB01082,1
DB00732,DB01172,1
DB00732,DB01173,1
DB00732,DB01177,1
DB00732,DB01189,1
DB00732,DB01190,1
DB00732,DB01192,1
DB00732,DB01236,1
DB00732,DB01244,1
DB00732,DB01337,1
DB00732,DB01377,1
DB00732,DB01380,1
DB00732,DB01396,1
DB00732,DB01400,-1
DB00732,DB01410,1
DB00732,DB01427,1
DB00732,DB01452,1
DB00732,DB01551,1
DB00732,DB01708,1
DB00732,DB02925,-1
DB00732,DB04743,1
DB00732,DB06148,1
DB00732,DB06694,1
DB00732,DB06712,1
DB00732,DB06781,1
DB00732,DB07615,1
DB00736,DB00182,1
DB00736,DB00184,-1
DB00736,DB00197,-1
DB00736,DB00213,-1
DB00736,DB00216,-1
DB00736,DB00231,-1
DB00736,DB00244,-1
DB00736,DB00245,-1
DB00736,DB00273,-1
DB00736,DB00297,-1
DB00736,DB00313,-1
DB00736,DB00338,-1
DB00736,DB00363,-1
DB00736,DB00371,-1
DB00736,DB00373,-1
DB00736,DB00395,-1
DB00736,DB00399,-1
DB00736,DB00422,1
DB00736,DB00425,-1
DB00736,DB00446,-1
DB00736,DB00454,-1
DB00736,DB00470,-1
DB00736,DB00499,-1
DB00736,DB00514,-1
DB00736,DB00530,-1
DB00736,DB00531,-1
DB00736,DB00590,-1
DB00736,DB00604,-1
DB00736,DB00607,-1
DB00736,DB00624,-1
DB00736,DB00630,-1
DB00736,DB00648,-1
DB00736,DB00672,-1
DB00736,DB00679,-1
DB00736,DB00710,-1
DB00736,DB00720,-1
DB00736,DB00738,-1
DB00736,DB00745,-1
DB00736,DB00758,-1
DB00736,DB00783,-1
DB00736,DB00818,-1
DB00736,DB00829,-1
DB00736,DB00850,-1
DB00736,DB00884,-1
DB00736,DB00918,-1
DB00736,DB00927,-1
DB00736,DB00980,-1
DB00736,DB00983,-1
DB00736,DB00988,-1
DB00736,DB01016,-1
DB00736,DB01018,-1
DB00736,DB01024,-1
DB00736,DB01036,-1
DB00736,DB01037,-1
DB00736,DB01041,-1
DB00736,DB01060,-1
DB00736,DB01065,-1
DB00736,DB01077,-1
DB00736,DB01120,-1
DB00736,DB01129,-1
DB00736,DB01166,1
DB00736,DB01171,-1
DB00736,DB01175,-1
DB00736,DB01181,-1
DB00736,DB01224,-1
DB00736,DB01259,-1
DB00736,DB01274,-1
DB00736,DB01296,-1
DB00736,DB01544,-1
DB00736,DB01558,-1
DB00736,DB01559,-1
DB00736,DB01576,1
DB00736,DB01589,-1
DB00736,DB02703,1
DB00736,DB03783,-1
DB00736,DB05109,-1
DB00736,DB06701,1
DB00737,DB00181,1
DB00737,DB00182,-1
DB00737,DB00186,1
DB00737,DB00191,-1
DB00737,DB00230,1
DB00737,DB00231,1
DB00737,DB00241,1
DB00737,DB00273,1
DB00737,DB00292,1
DB00737,DB00296,1
DB00737,DB00297,1
DB00737,DB00313,1
DB00737,DB00323,1
DB00737,DB00327,1
DB00737,DB00341,1
DB00737,DB00356,1
DB00737,DB00363,1
DB00737,DB00366,1
DB00737,DB00371,1
DB00737,DB00391,1
DB00737,DB00395,1
DB00737,DB00402,1
DB00737,DB00408,1
DB00737,DB00413,1
DB00737,DB00423,1
DB00737,DB00425,1
DB00737,DB00427,1
DB00737,DB00433,1
DB00737,DB00434,1
DB00737,DB00450,1
DB00737,DB00454,1
DB00737,DB00455,1
DB00737,DB00470,1
DB00737,DB00475,1
DB00737,DB00490,1
DB00737,DB00494,1
DB00737,DB00497,1
DB00737,DB00543,1
DB00737,DB00555,1
DB00737,DB00557,1
DB00737,DB00575,1
DB00737,DB00593,1
DB00737,DB00599,1
DB00737,DB00611,1
DB00737,DB00623,1
DB00737,DB00628,1
DB00737,DB00633,1
DB00737,DB00647,1
DB00737,DB00652,1
DB00737,DB00656,1
DB00737,DB00660,1
DB00737,DB00679,1
DB00737,DB00690,1
DB00737,DB00697,1
DB00737,DB00708,1
DB00737,DB00747,1
DB00737,DB00753,1
DB00737,DB00802,1
DB00737,DB00813,1
DB00737,DB00818,1
DB00737,DB00829,1
DB00737,DB00831,1
DB00737,DB00842,1
DB00737,DB00844,1
DB00737,DB00850,1
DB00737,DB00906,1
DB00737,DB00909,1
DB00737,DB00921,1
DB00737,DB00934,1
DB00737,DB00949,1
DB00737,DB00961,1
DB00737,DB00962,1
DB00737,DB00967,1
DB00737,DB00980,1
DB00737,DB00985,1
DB00737,DB00996,1
DB00737,DB01002,1
DB00737,DB01018,1
DB00737,DB01041,1
DB00737,DB01065,1
DB00737,DB01068,1
DB00737,DB01069,1
DB00737,DB01080,1
DB00737,DB01081,1
DB00737,DB01100,1
DB00737,DB01106,1
DB00737,DB01114,1
DB00737,DB01173,1
DB00737,DB01175,1
DB00737,DB01176,1
DB00737,DB01189,1
DB00737,DB01192,1
DB00737,DB01198,1
DB00737,DB01202,1
DB00737,DB01215,1
DB00737,DB01219,1
DB00737,DB01221,1
DB00737,DB01224,1
DB00737,DB01235,1
DB00737,DB01236,1
DB00737,DB01238,1
DB00737,DB01239,1
DB00737,DB01267,1
DB00737,DB01440,1
DB00737,DB01452,1
DB00737,DB01454,-1
DB00737,DB01544,1
DB00737,DB01545,1
DB00737,DB01551,1
DB00737,DB01558,1
DB00737,DB01563,1
DB00737,DB01576,-1
DB00737,DB01577,-1
DB00737,DB01588,1
DB00737,DB01589,1
DB00737,DB01595,1
DB00737,DB01623,1
DB00737,DB02665,1
DB00737,DB04844,1
DB00737,DB05271,1
DB00737,DB06288,1
DB00737,DB06698,-1
DB00737,DB06700,1
DB00738,DB00197,1
DB00738,DB00204,-1
DB00738,DB00213,-1
DB00738,DB00218,1
DB00738,DB00230,1
DB00738,DB00244,1
DB00738,DB00261,1
DB00738,DB00273,-1
DB00738,DB00277,-1
DB00738,DB00284,1
DB00738,DB00300,-1
DB00738,DB00331,1
DB00738,DB00338,-1
DB00738,DB00346,1
DB00738,DB00358,1
DB00738,DB00363,1
DB00738,DB00364,-1
DB00738,DB00374,1
DB00738,DB00379,-1
DB00738,DB00381,1
DB00738,DB00393,1
DB00738,DB00401,1
DB00738,DB00419,1
DB00738,DB00425,1
DB00738,DB00446,-1
DB00738,DB00450,1
DB00738,DB00489,1
DB00738,DB00490,-1
DB00738,DB00491,1
DB00738,DB00528,1
DB00738,DB00529,1
DB00738,DB00539,1
DB00738,DB00543,1
DB00738,DB00555,1
DB00738,DB00556,1
DB00738,DB00557,1
DB00738,DB00568,1
DB00738,DB00604,1
DB00738,DB00607,-1
DB00738,DB00621,1
DB00738,DB00624,1
DB00738,DB00648,-1
DB00738,DB00656,1
DB00738,DB00672,1
DB00738,DB00674,1
DB00738,DB00679,1
DB00738,DB00681,-1
DB00738,DB00697,1
DB00738,DB00710,1
DB00738,DB00714,1
DB00738,DB00731,1
DB00738,DB00736,-1
DB00738,DB00745,-1
DB00738,DB00753,1
DB00738,DB00757,1
DB00738,DB00758,-1
DB00738,DB00780,1
DB00738,DB00808,1
DB00738,DB00818,1
DB00738,DB00861,1
DB00738,DB00862,1
DB00738,DB00871,1
DB00738,DB00884,1
DB00738,DB00889,1
DB00738,DB00900,-1
DB00738,DB00915,1
DB00738,DB00927,1
DB00738,DB00934,1
DB00738,DB00938,1
DB00738,DB00949,1
DB00738,DB00983,1
DB00738,DB00996,1
DB00738,DB01001,1
DB00738,DB01008,1
DB00738,DB01016,1
DB00738,DB01029,-1
DB00738,DB01036,1
DB00738,DB01037,1
DB00738,DB01044,1
DB00738,DB01054,1
DB00738,DB01059,1
DB00738,DB01067,1
DB00738,DB01069,1
DB00738,DB01071,1
DB00738,DB01100,1
DB00738,DB01120,1
DB00738,DB01129,-1
DB00738,DB01132,1
DB00738,DB01155,1
DB00738,DB01156,-1
DB00738,DB01165,1
DB00738,DB01171,1
DB00738,DB01175,1
DB00738,DB01182,1
DB00738,DB01184,1
DB00738,DB01189,1
DB00738,DB01195,1
DB00738,DB01224,1
DB00738,DB01233,1
DB00738,DB01236,1
DB00738,DB01238,1
DB00738,DB01244,1
DB00738,DB01251,1
DB00738,DB01252,1
DB00738,DB01259,1
DB00738,DB01261,1
DB00738,DB01267,1
DB00738,DB01274,1
DB00738,DB01367,1
DB00738,DB01427,1
DB00738,DB01623,1
DB00738,DB02546,1
DB00738,DB02665,1
DB00738,DB02703,1
DB00738,DB04743,1
DB00738,DB04844,1
DB00738,DB04876,1
DB00738,DB04878,1
DB00738,DB06694,1
DB00738,DB06700,1
DB00738,DB06710,1
DB00738,DB06712,1
DB00738,DB07615,1
DB00740,DB00277,-1
DB00740,DB00300,-1
DB00740,DB00358,-1
DB00740,DB00379,-1
DB00740,DB01083,-1
DB00740,DB06148,-1
DB00742,DB00177,1
DB00742,DB00178,1
DB00742,DB00213,1
DB00742,DB00214,1
DB00742,DB00234,1
DB00742,DB00275,1
DB00742,DB00279,-1
DB00742,DB00305,1
DB00742,DB00310,1
DB00742,DB00327,1
DB00742,DB00338,1
DB00742,DB00350,1
DB00742,DB00351,1
DB00742,DB00358,1
DB00742,DB00361,1
DB00742,DB00371,1
DB00742,DB00373,1
DB00742,DB00381,1
DB00742,DB00384,1
DB00742,DB00393,1
DB00742,DB00401,1
DB00742,DB00421,1
DB00742,DB00436,1
DB00742,DB00445,1
DB00742,DB00451,-1
DB00742,DB00454,1
DB00742,DB00455,1
DB00742,DB00470,1
DB00742,DB00479,1
DB00742,DB00489,1
DB00742,DB00490,1
DB00742,DB00492,1
DB00742,DB00497,1
DB00742,DB00514,1
DB00742,DB00518,1
DB00742,DB00519,1
DB00742,DB00521,1
DB00742,DB00524,1
DB00742,DB00531,1
DB00742,DB00542,1
DB00742,DB00575,1
DB00742,DB00590,1
DB00742,DB00599,1
DB00742,DB00611,1
DB00742,DB00612,1
DB00742,DB00623,1
DB00742,DB00624,1
DB00742,DB00633,1
DB00742,DB00643,1
DB00742,DB00647,1
DB00742,DB00652,1
DB00742,DB00656,-1
DB00742,DB00669,1
DB00742,DB00672,1
DB00742,DB00684,1
DB00742,DB00690,1
DB00742,DB00695,1
DB00742,DB00697,1
DB00742,DB00700,1
DB00742,DB00704,1
DB00742,DB00708,1
DB00742,DB00717,-1
DB00742,DB00727,1
DB00742,DB00747,1
DB00742,DB00796,1
DB00742,DB00798,1
DB00742,DB00802,1
DB00742,DB00808,1
DB00742,DB00810,1
DB00742,DB00813,1
DB00742,DB00819,1
DB00742,DB00831,1
DB00742,DB00844,1
DB00742,DB00880,1
DB00742,DB00883,1
DB00742,DB00887,1
DB00742,DB00915,1
DB00742,DB00921,1
DB00742,DB00934,1
DB00742,DB00960,1
DB00742,DB00966,1
DB00742,DB00967,1
DB00742,DB00968,1
DB00742,DB00999,1
DB00742,DB01016,1
DB00742,DB01018,1
DB00742,DB01020,1
DB00742,DB01029,1
DB00742,DB01032,1
DB00742,DB01037,1
DB00742,DB01054,1
DB00742,DB01069,1
DB00742,DB01081,1
DB00742,DB01082,1
DB00742,DB01100,1
DB00742,DB01162,1
DB00742,DB01172,1
DB00742,DB01177,1
DB00742,DB01182,1
DB00742,DB01192,1
DB00742,DB01193,1
DB00742,DB01196,1
DB00742,DB01203,1
DB00742,DB01210,1
DB00742,DB01221,1
DB00742,DB01224,1
DB00742,DB01235,1
DB00742,DB01238,1
DB00742,DB01239,1
DB00742,DB01244,1
DB00742,DB01259,1
DB00742,DB01275,1
DB00742,DB01394,1
DB00742,DB01400,1
DB00742,DB01452,1
DB00742,DB01551,1
DB00742,DB01595,1
DB00742,DB04540,1
DB00742,DB04861,1
DB00744,DB00158,-1
DB00744,DB00177,-1
DB00744,DB00178,1
DB00744,DB00180,1
DB00744,DB00210,1
DB00744,DB00214,-1
DB00744,DB00218,1
DB00744,DB00244,1
DB00744,DB00275,1
DB00744,DB00277,1
DB00744,DB00278,1
DB00744,DB00300,1
DB00744,DB00310,-1
DB00744,DB00313,-1
DB00744,DB00324,1
DB00744,DB00338,-1
DB00744,DB00373,-1
DB00744,DB00374,1
DB00744,DB00375,-1
DB00744,DB00379,-1
DB00744,DB00384,-1
DB00744,DB00394,1
DB00744,DB00399,1
DB00744,DB00421,-1
DB00744,DB00436,-1
DB00744,DB00445,-1
DB00744,DB00461,1
DB00744,DB00465,1
DB00744,DB00479,-1
DB00744,DB00489,-1
DB00744,DB00492,1
DB00744,DB00512,1
DB00744,DB00519,1
DB00744,DB00521,-1
DB00744,DB00524,-1
DB00744,DB00533,1
DB00744,DB00542,1
DB00744,DB00547,1
DB00744,DB00549,-1
DB00744,DB00580,1
DB00744,DB00591,1
DB00744,DB00605,1
DB00744,DB00607,-1
DB00744,DB00612,-1
DB00744,DB00630,1
DB00744,DB00648,-1
DB00744,DB00684,-1
DB00744,DB00687,1
DB00744,DB00695,-1
DB00744,DB00700,-1
DB00744,DB00710,1
DB00744,DB00712,1
DB00744,DB00720,1
DB00744,DB00745,-1
DB00744,DB00749,1
DB00744,DB00770,-1
DB00744,DB00784,1
DB00744,DB00795,1
DB00744,DB00796,1
DB00744,DB00798,-1
DB00744,DB00808,-1
DB00744,DB00861,1
DB00744,DB00880,-1
DB00744,DB00884,1
DB00744,DB00887,-1
DB00744,DB00917,-1
DB00744,DB00960,-1
DB00744,DB00966,1
DB00744,DB00991,1
DB00744,DB00999,-1
DB00744,DB01009,1
DB00744,DB01013,1
DB00744,DB01014,1
DB00744,DB01021,-1
DB00744,DB01024,1
DB00744,DB01029,-1
DB00744,DB01032,1
DB00744,DB01044,1
DB00744,DB01046,-1
DB00744,DB01047,1
DB00744,DB01059,1
DB00744,DB01077,1
DB00744,DB01082,-1
DB00744,DB01095,-1
DB00744,DB01100,1
DB00744,DB01155,1
DB00744,DB01165,1
DB00744,DB01172,-1
DB00744,DB01177,-1
DB00744,DB01193,-1
DB00744,DB01203,-1
DB00744,DB01210,-1
DB00744,DB01240,-1
DB00744,DB01250,1
DB00744,DB01275,-1
DB00744,DB01380,1
DB00744,DB01399,1
DB00744,DB01410,1
DB00744,DB01600,1
DB00744,DB01628,1
DB00744,DB01708,1
DB00744,DB02703,1
DB00744,DB02925,-1
DB00744,DB04743,1
DB00744,DB04817,1
DB00744,DB06781,1
DB00744,DB06802,1
DB00744,DB07615,1
DB00745,DB00136,-1
DB00745,DB00153,-1
DB00745,DB00180,-1
DB00745,DB00184,-1
DB00745,DB00185,-1
DB00745,DB00197,-1
DB00745,DB00204,-1
DB00745,DB00213,-1
DB00745,DB00216,-1
DB00745,DB00231,-1
DB00745,DB00234,-1
DB00745,DB00245,-1
DB00745,DB00248,-1
DB00745,DB00277,-1
DB00745,DB00278,-1
DB00745,DB00294,-1
DB00745,DB00296,-1
DB00745,DB00297,-1
DB00745,DB00309,-1
DB00745,DB00313,-1
DB00745,DB00324,-1
DB00745,DB00327,-1
DB00745,DB00332,-1
DB00745,DB00338,-1
DB00745,DB00339,-1
DB00745,DB00346,-1
DB00745,DB00356,-1
DB00745,DB00358,-1
DB00745,DB00361,-1
DB00745,DB00363,-1
DB00745,DB00367,-1
DB00745,DB00371,-1
DB00745,DB00373,-1
DB00745,DB00377,-1
DB00745,DB00379,-1
DB00745,DB00381,-1
DB00745,DB00393,-1
DB00745,DB00395,-1
DB00745,DB00401,-1
DB00745,DB00402,-1
DB00745,DB00425,-1
DB00745,DB00426,-1
DB00745,DB00433,-1
DB00745,DB00439,-1
DB00745,DB00446,-1
DB00745,DB00451,-1
DB00745,DB00454,-1
DB00745,DB00455,-1
DB00745,DB00470,-1
DB00745,DB00471,-1
DB00745,DB00475,-1
DB00745,DB00481,-1
DB00745,DB00490,-1
DB00745,DB00497,-1
DB00745,DB00499,-1
DB00745,DB00514,-1
DB00745,DB00518,-1
DB00745,DB00528,-1
DB00745,DB00530,-1
DB00745,DB00531,-1
DB00745,DB00533,-1
DB00745,DB00539,-1
DB00745,DB00549,-1
DB00745,DB00567,-1
DB00745,DB00575,-1
DB00745,DB00580,-1
DB00745,DB00590,-1
DB00745,DB00593,-1
DB00745,DB00603,-1
DB00745,DB00604,-1
DB00745,DB00607,-1
DB00745,DB00612,-1
DB00745,DB00624,-1
DB00745,DB00628,-1
DB00745,DB00643,-1
DB00745,DB00647,-1
DB00745,DB00648,-1
DB00745,DB00656,-1
DB00745,DB00672,-1
DB00745,DB00674,-1
DB00745,DB00679,-1
DB00745,DB00690,-1
DB00745,DB00700,-1
DB00745,DB00708,-1
DB00745,DB00717,-1
DB00745,DB00724,-1
DB00745,DB00731,-1
DB00745,DB00736,-1
DB00745,DB00738,-1
DB00745,DB00744,-1
DB00745,DB00751,-1
DB00745,DB00755,-1
DB00745,DB00757,-1
DB00745,DB00758,-1
DB00745,DB00778,-1
DB00745,DB00783,-1
DB00745,DB00802,-1
DB00745,DB00808,-1
DB00745,DB00813,-1
DB00745,DB00818,-1
DB00745,DB00820,-1
DB00745,DB00822,-1
DB00745,DB00829,-1
DB00745,DB00842,-1
DB00745,DB00843,-1
DB00745,DB00850,-1
DB00745,DB00862,-1
DB00745,DB00869,-1
DB00745,DB00883,-1
DB00745,DB00889,-1
DB00745,DB00906,-1
DB00745,DB00909,-1
DB00745,DB00918,-1
DB00745,DB00921,-1
DB00745,DB00927,-1
DB00745,DB00938,-1
DB00745,DB00943,-1
DB00745,DB00947,-1
DB00745,DB00949,-1
DB00745,DB00962,-1
DB00745,DB00969,-1
DB00745,DB00977,-1
DB00745,DB00980,-1
DB00745,DB00983,-1
DB00745,DB00987,-1
DB00745,DB00988,-1
DB00745,DB00990,-1
DB00745,DB01002,-1
DB00745,DB01006,-1
DB00745,DB01008,-1
DB00745,DB01016,-1
DB00745,DB01018,-1
DB00745,DB01020,-1
DB00745,DB01036,-1
DB00745,DB01037,-1
DB00745,DB01039,-1
DB00745,DB01041,-1
DB00745,DB01054,-1
DB00745,DB01060,-1
DB00745,DB01062,-1
DB00745,DB01065,-1
DB00745,DB01067,-1
DB00745,DB01068,-1
DB00745,DB01085,-1
DB00745,DB01095,-1
DB00745,DB01100,-1
DB00745,DB01105,-1
DB00745,DB01114,-1
DB00745,DB01120,-1
DB00745,DB01126,-1
DB00745,DB01128,-1
DB00745,DB01129,-1
DB00745,DB01132,-1
DB00745,DB01156,-1
DB00745,DB01166,1
DB00745,DB01171,-1
DB00745,DB01173,-1
DB00745,DB01175,-1
DB00745,DB01181,-1
DB00745,DB01182,-1
DB00745,DB01183,-1
DB00745,DB01184,-1
DB00745,DB01186,-1
DB00745,DB01190,-1
DB00745,DB01192,-1
DB00745,DB01194,-1
DB00745,DB01196,-1
DB00745,DB01198,-1
DB00745,DB01215,-1
DB00745,DB01216,-1
DB00745,DB01219,-1
DB00745,DB01221,-1
DB00745,DB01223,-1
DB00745,DB01224,-1
DB00745,DB01236,-1
DB00745,DB01238,-1
DB00745,DB01256,-1
DB00745,DB01259,-1
DB00745,DB01261,-1
DB00745,DB01274,-1
DB00745,DB01296,-1
DB00745,DB01380,-1
DB00745,DB01393,-1
DB00745,DB01394,-1
DB00745,DB01396,-1
DB00745,DB01410,-1
DB00745,DB01544,-1
DB00745,DB01551,-1
DB00745,DB01558,-1
DB00745,DB01559,-1
DB00745,DB01588,-1
DB00745,DB01589,-1
DB00745,DB01590,-1
DB00745,DB01595,-1
DB00745,DB01628,-1
DB00745,DB01708,-1
DB00745,DB02703,1
DB00745,DB03783,-1
DB00745,DB04574,-1
DB00745,DB04835,-1
DB00745,DB04845,-1
DB00745,DB05109,-1
DB00745,DB05271,-1
DB00745,DB06148,-1
DB00745,DB06700,-1
DB00745,DB06710,-1
DB00745,DB06712,-1
DB00745,DB06777,-1
DB00746,DB00433,1
DB00747,DB00181,1
DB00747,DB00186,1
DB00747,DB00209,1
DB00747,DB00216,1
DB00747,DB00230,1
DB00747,DB00231,1
DB00747,DB00241,1
DB00747,DB00245,1
DB00747,DB00255,1
DB00747,DB00273,1
DB00747,DB00292,1
DB00747,DB00296,1
DB00747,DB00297,1
DB00747,DB00310,1
DB00747,DB00313,1
DB00747,DB00323,1
DB00747,DB00327,1
DB00747,DB00332,1
DB00747,DB00341,1
DB00747,DB00356,1
DB00747,DB00358,-1
DB00747,DB00363,1
DB00747,DB00366,1
DB00747,DB00371,1
DB00747,DB00373,1
DB00747,DB00376,1
DB00747,DB00387,1
DB00747,DB00391,-1
DB00747,DB00395,1
DB00747,DB00402,1
DB00747,DB00408,1
DB00747,DB00413,1
DB00747,DB00423,1
DB00747,DB00424,1
DB00747,DB00425,1
DB00747,DB00427,1
DB00747,DB00433,1
DB00747,DB00434,1
DB00747,DB00436,1
DB00747,DB00439,1
DB00747,DB00450,1
DB00747,DB00454,1
DB00747,DB00455,1
DB00747,DB00470,1
DB00747,DB00475,1
DB00747,DB00490,1
DB00747,DB00494,1
DB00747,DB00497,1
DB00747,DB00523,1
DB00747,DB00524,1
DB00747,DB00530,1
DB00747,DB00539,1
DB00747,DB00543,1
DB00747,DB00545,-1
DB00747,DB00555,1
DB00747,DB00557,1
DB00747,DB00572,1
DB00747,DB00575,1
DB00747,DB00593,1
DB00747,DB00599,1
DB00747,DB00611,1
DB00747,DB00623,1
DB00747,DB00628,1
DB00747,DB00633,1
DB00747,DB00647,1
DB00747,DB00652,1
DB00747,DB00656,1
DB00747,DB00660,1
DB00747,DB00670,1
DB00747,DB00674,-1
DB00747,DB00679,1
DB00747,DB00690,1
DB00747,DB00697,1
DB00747,DB00708,1
DB00747,DB00709,1
DB00747,DB00732,1
DB00747,DB00737,1
DB00747,DB00742,1
DB00747,DB00751,1
DB00747,DB00753,1
DB00747,DB00758,1
DB00747,DB00761,1
DB00747,DB00783,1
DB00747,DB00802,1
DB00747,DB00804,1
DB00747,DB00808,1
DB00747,DB00809,1
DB00747,DB00810,1
DB00747,DB00813,1
DB00747,DB00818,1
DB00747,DB00829,1
DB00747,DB00831,1
DB00747,DB00842,1
DB00747,DB00843,-1
DB00747,DB00844,1
DB00747,DB00850,1
DB00747,DB00880,1
DB00747,DB00882,1
DB00747,DB00906,1
DB00747,DB00909,1
DB00747,DB00921,1
DB00747,DB00934,1
DB00747,DB00949,1
DB00747,DB00961,1
DB00747,DB00962,1
DB00747,DB00967,1
DB00747,DB00973,1
DB00747,DB00977,1
DB00747,DB00979,1
DB00747,DB00980,1
DB00747,DB00985,1
DB00747,DB00986,1
DB00747,DB00989,-1
DB00747,DB00996,1
DB00747,DB00999,1
DB00747,DB01002,1
DB00747,DB01018,1
DB00747,DB01021,1
DB00747,DB01030,1
DB00747,DB01036,1
DB00747,DB01041,1
DB00747,DB01043,-1
DB00747,DB01062,1
DB00747,DB01065,1
DB00747,DB01068,1
DB00747,DB01069,1
DB00747,DB01080,1
DB00747,DB01081,1
DB00747,DB01100,1
DB00747,DB01106,1
DB00747,DB01114,1
DB00747,DB01173,1
DB00747,DB01175,1
DB00747,DB01176,1
DB00747,DB01183,1
DB00747,DB01184,1
DB00747,DB01189,1
DB00747,DB01192,1
DB00747,DB01193,1
DB00747,DB01198,1
DB00747,DB01202,1
DB00747,DB01203,1
DB00747,DB01215,1
DB00747,DB01219,1
DB00747,DB01221,1
DB00747,DB01224,1
DB00747,DB01235,1
DB00747,DB01236,1
DB00747,DB01238,1
DB00747,DB01239,1
DB00747,DB01261,1
DB00747,DB01267,1
DB00747,DB01337,1
DB00747,DB01394,1
DB00747,DB01396,1
DB00747,DB01400,-1
DB00747,DB01440,1
DB00747,DB01452,1
DB00747,DB01544,1
DB00747,DB01545,1
DB00747,DB01551,1
DB00747,DB01558,1
DB00747,DB01563,1
DB00747,DB01588,1
DB00747,DB01589,1
DB00747,DB01590,1
DB00747,DB01595,1
DB00747,DB01623,1
DB00747,DB02665,1
DB00747,DB04844,1
DB00747,DB05271,1
DB00747,DB06148,1
DB00747,DB06288,1
DB00747,DB06700,1
DB00749,DB00158,-1
DB00749,DB00177,-1
DB00749,DB00178,1
DB00749,DB00180,1
DB00749,DB00210,1
DB00749,DB00214,-1
DB00749,DB00218,1
DB00749,DB00244,1
DB00749,DB00255,1
DB00749,DB00275,1
DB00749,DB00278,1
DB00749,DB00300,1
DB00749,DB00310,-1
DB00749,DB00313,-1
DB00749,DB00324,1
DB00749,DB00338,-1
DB00749,DB00373,-1
DB00749,DB00374,1
DB00749,DB00375,-1
DB00749,DB00384,-1
DB00749,DB00394,1
DB00749,DB00399,1
DB00749,DB00421,-1
DB00749,DB00436,-1
DB00749,DB00445,-1
